path,name,description,url
./models/Atagoiseki.glb,愛宕遺跡深鉢型土器,,
./models/Kitagodoki.glb,北府土器棺,埋葬のために人の骨が入っていました。土器整理の際に書いた数字が内側に確認できます。,
./models/Takatuki.glb,高坏,,
./models/Tyausuyama.glb,茶臼山壺,,
./models/omusihaijikawara.glb,大虫廃寺瓦,,
./models/Fukakusahaijikawara.glb,深草廃寺瓦,,
